0,64,0.026912
0,128,0.037536
0,256,0.025088
1,64,0.03152
1,128,0.02448
1,256,0.026112
2,64,0.029536
2,128,0.028576
2,256,0.029376
3,64,0.028192
3,128,0.032
3,256,0.026592
4,64,0.027712
4,128,0.03104
4,256,0.031264
5,64,0.028384
5,128,0.024576
5,256,0.029472
6,64,0.030208
6,128,0.031232
6,256,0.038784
7,64,0.025408
7,128,0.028224
7,256,0.029952
8,64,0.028768
8,128,0.02944
8,256,0.02992
9,64,0.028288
9,128,0.032064
9,256,0.027584
10,64,0.028576
10,128,0.029088
10,256,0.033632
11,64,0.033408
11,128,0.031552
11,256,0.039872
12,64,0.040416
12,128,0.041568
12,256,0.038784
13,64,0.05024
13,128,0.044096
13,256,0.052576
14,64,0.072256
14,128,0.072416
14,256,0.07104
15,64,0.119136
15,128,0.122912
15,256,0.119808
16,64,0.24736
16,128,0.223008
16,256,0.217376
17,64,0.42416
17,128,0.451616
17,256,0.565792
18,64,0.951296
18,128,0.919072
18,256,0.945472
19,64,1.73773
19,128,1.71962
19,256,1.76266
20,64,3.36829
20,128,3.34234
20,256,3.468
21,64,6.50822
21,128,6.71008
21,256,6.71779
22,64,13.4479
22,128,13.5135
22,256,13.654
23,64,25.8919
23,128,26.6922
23,256,25.9988
24,64,52.2033
24,128,52.3731
24,256,52.5625
25,64,101.582
25,128,96.8168
25,256,103.231
26,64,194.161
26,128,189.818
26,256,180.812
27,64,393.083
27,128,390.744
27,256,377.724
28,64,758.712
28,128,754.542
28,256,746.164
